timestamp,x,y,yaw,cte,yaw_err,steer_cmd,v_cmd
1769503412977063575,-3.2995,2.4758,-0.4000,0.0000,-0.1861,-0.3588,0.40
1769503413024365994,-3.2878,2.4707,-0.4107,0.0000,-0.1931,-0.4657,0.40
1769503413075706178,-3.2607,2.4595,-0.4103,0.0000,-0.2314,-0.6329,0.40
1769503413124335249,-3.2464,2.4531,-0.4238,0.0000,-0.2194,-0.6289,0.40
1769503413174804558,-3.2289,2.4449,-0.4435,-0.2102,0.1151,0.6788,0.40
1769503413224482177,-3.2178,2.4395,-0.4618,-0.2210,0.1175,0.9619,0.40
1769503413274521061,-3.2042,2.4322,-0.4859,0.0000,-0.2217,-0.1729,0.40
1769503413324816036,-3.1775,2.4166,-0.5214,0.0000,-0.2294,-0.4375,0.40
1769503413376416603,-3.1637,2.4090,-0.5229,0.0000,-0.2464,-0.6238,0.40
1769503413424533295,-3.1465,2.4001,-0.5196,0.0000,-0.2695,-0.7633,0.40
1769503413474819987,-3.1379,2.3952,-0.5241,0.0000,-0.2817,-0.8360,0.40
1769503413529799960,-3.1105,2.3785,-0.5644,-0.3233,0.0752,0.3508,0.40
1769503413574646890,-3.0964,2.3704,-0.5932,-0.3370,0.0844,0.6558,0.40
1769503413624815531,-3.0817,2.3585,-0.6243,0.0000,-0.2520,-0.2639,0.40
1769503413674875836,-3.0713,2.3517,-0.6481,0.0000,-0.2446,-0.4666,0.40
1769503413729126212,-3.0489,2.3332,-0.6678,0.0000,-0.2558,-0.6217,0.40
1769503413774515313,-3.0360,2.3236,-0.6685,0.0000,-0.2713,-0.7242,0.40
1769503413826316300,-3.0212,2.3113,-0.6855,-0.4255,0.0419,0.0813,0.40
1769503413874665076,-3.0137,2.3049,-0.6963,-0.4335,0.0316,0.2439,0.40
1769503413924816431,-2.9990,2.2925,-0.7247,-0.4482,0.0536,0.4388,0.40
1769503413979745730,-2.9781,2.2731,-0.7670,0.0000,-0.2424,-0.2632,0.40
1769503414025334359,-2.9643,2.2593,-0.7755,0.0000,-0.2489,-0.4989,0.40
1769503414074637881,-2.9545,2.2501,-0.7721,0.0000,-0.2609,-0.6633,0.40
1769503414125320270,-2.9424,2.2386,-0.7633,0.0000,-0.2845,-0.8023,0.40
1769503414180462073,-2.9211,2.2175,-0.7790,-0.5000,-0.0445,-0.5524,0.40
1769503414224604266,-2.9076,2.2036,-0.8078,-0.5000,-0.0358,-0.3429,0.40
1769503414274734129,-2.8992,2.1943,-0.8293,-0.5000,-0.0334,-0.2487,0.40
1769503414330365347,-2.8866,2.1791,-0.8678,-0.5000,-0.0220,-0.1657,0.40
1769503414374750099,-2.8824,2.1739,-0.8814,-0.5000,-0.0084,-0.0951,0.40
1769503414425710981,-2.8779,2.1689,-0.8944,-0.5000,-0.0049,-0.0989,0.40
1769503414474709582,-2.8751,2.1651,-0.9007,-0.5000,-0.0072,-0.1521,0.40
1769503414526162128,-2.8673,2.1554,-0.9135,-0.5000,-0.0120,-0.2339,0.40
1769503414577215319,-2.8624,2.1493,-0.9215,-0.5000,-0.0129,-0.2946,0.40
1769503414624883582,-2.8559,2.1415,-0.9294,-0.5000,-0.0143,-0.3493,0.40
1769503414674656609,-2.8521,2.1363,-0.9350,-0.5000,-0.0169,-0.4074,0.40
1769503414724838071,-2.8477,2.1299,-0.9443,-0.5000,-0.0156,-0.4364,0.40
1769503414774825667,-2.8420,2.1224,-0.9583,-0.5000,-0.0103,-0.4320,0.40
1769503414824768072,-2.8381,2.1173,-0.9680,-0.5000,-0.0010,-0.3931,0.40
1769503414874768384,-2.8283,2.1025,-1.0030,-0.5000,0.0103,-0.3326,0.40
1769503414924638018,-2.8260,2.0985,-1.0120,-0.5000,0.0199,-0.2767,0.40
1769503414977703950,-2.8180,2.0851,-1.0415,-0.5000,0.0345,-0.1894,0.40
1769503415025763420,-2.8133,2.0777,-1.0576,-0.5000,0.0431,-0.1371,0.40
1769503415075523496,-2.8050,2.0635,-1.0812,-0.5000,0.0523,-0.0852,0.40
1769503415127225937,-2.8001,2.0545,-1.0911,-0.5000,0.0555,-0.0738,0.40
1769503415175505231,-2.7904,2.0342,-1.1081,-0.5000,0.0537,-0.0989,0.40
1769503415226336838,-2.7756,2.0027,-1.1268,-0.5000,0.0482,-0.1552,0.40
1769503415275577570,-2.7693,1.9895,-1.1349,-0.5000,0.0506,-0.1681,0.40
1769503415327180018,-2.7615,1.9736,-1.1446,-0.5000,0.0476,-0.2075,0.40
1769503415380787565,-2.7490,1.9440,-1.1598,-0.5000,0.0404,-0.2736,0.40
1769503415431154460,-2.7427,1.9295,-1.1675,-0.5000,0.0367,-0.3180,0.40
1769503415475344988,-2.7352,1.9119,-1.1780,-0.5000,0.0362,-0.3368,0.40
1769503415527574455,-2.7319,1.9031,-1.1835,-0.5000,0.0366,-0.3453,0.40
1769503415585753134,-2.7197,1.8733,-1.2080,-0.5000,0.0453,-0.2972,0.40
1769503415631420829,-2.7143,1.8582,-1.2217,-0.2649,0.0491,-0.0349,0.40
1769503415675633840,-2.7143,1.8582,-1.2217,-0.2649,0.0491,-0.0304,0.40
1769503415725748035,-2.7037,1.8274,-1.2489,-0.3070,0.0574,-0.0214,0.40
1769503415775601559,-2.7037,1.8274,-1.2489,-0.3070,0.0574,-0.0162,0.40
1769503415830158205,-2.6894,1.7842,-1.2754,-0.5498,0.1249,0.1603,0.40
1769503415875582823,-2.6894,1.7842,-1.2754,-0.5498,0.1249,0.1950,0.40
1769503415925675852,-2.6812,1.7535,-1.2858,-0.7186,0.1234,0.0238,0.40
1769503415975608579,-2.6766,1.7384,-1.2896,-0.7048,0.1170,-0.0114,0.40
1769503416031539063,-2.6689,1.7105,-1.2886,-0.6817,0.1029,-0.0987,0.40
1769503416075988664,-2.6636,1.6919,-1.2865,-0.6659,0.0879,-0.1991,0.40
1769503416125624187,-2.6602,1.6794,-1.2871,-0.6556,0.0847,-0.2412,0.40
1769503416177942051,-2.6523,1.6515,-1.2926,-0.6319,0.0768,-0.2874,0.40
1769503416226009773,-2.6479,1.6358,-1.3010,-0.6188,0.0761,-0.2957,0.40
1769503416275754075,-2.6429,1.6169,-1.3126,-0.6037,0.0792,-0.2703,0.40
1769503416324493414,-2.6397,1.6043,-1.3222,-0.5940,0.0852,-0.2256,0.40
1769503416375201206,-2.6354,1.5884,-1.3348,-0.5813,0.0890,-0.1847,0.40
1769503416424484881,-2.6287,1.5571,-1.3583,-0.5611,0.1027,-0.0772,0.40
1769503416474673750,-2.6250,1.5414,-1.3704,-0.5500,0.1067,-0.0299,0.40
1769503416524409733,-2.6228,1.5290,-1.3794,-0.5435,0.1134,0.0230,0.40
1769503416575292381,-2.6202,1.5134,-1.3905,-0.5355,0.1182,0.0638,0.40
1769503416624795792,-2.6155,1.4849,-1.4024,-0.5215,0.1220,0.1016,0.40
1769503416675028803,-2.6123,1.4659,-1.4090,-0.5119,0.1231,0.1158,0.40
1769503416724618435,-2.6103,1.4530,-1.4112,-0.5060,0.1236,0.1190,0.40
1769503416774595047,-2.6078,1.4368,-1.4123,-0.4985,0.1190,0.0919,0.40
1769503416824909746,-2.6031,1.4045,-1.4144,-0.4844,0.1146,0.0681,0.40
1769503416874463415,-2.6001,1.3883,-1.4148,-0.4754,0.1106,0.0419,0.40
1769503416924450253,-2.5979,1.3690,-1.4127,-0.4687,0.1054,0.0069,0.40
1769503416974638824,-2.5964,1.3594,-1.4137,-0.4642,0.1045,-0.0036,0.40
1769503417024557104,-2.5933,1.3405,-1.4127,-0.4550,0.0998,-0.0270,0.40
1769503417076131089,-2.5891,1.3124,-1.4149,-0.4422,0.0983,-0.0277,0.40
1769503417125409866,-2.5862,1.2934,-1.4145,-0.4337,0.0966,-0.0311,0.40
1769503417174723154,-2.5847,1.2838,-1.4170,-0.4292,0.0984,-0.0154,0.40
1769503417224761524,-2.5803,1.2517,-1.4195,-0.4158,0.1018,0.0219,0.40
1769503417274466230,-2.5780,1.2354,-1.4205,-0.4089,0.1032,0.0429,0.40
1769503417324372439,-2.5750,1.2159,-1.4231,-0.4001,0.1072,0.0807,0.40
1769503417374649828,-2.5735,1.2032,-1.4250,-0.3955,0.1112,0.1151,0.40
1769503417425258391,-2.5711,1.1872,-1.4268,-0.3884,0.1149,0.1494,0.40
1769503417474893504,-2.5675,1.1584,-1.4312,-0.3775,0.1254,0.2268,0.40
1769503417524663543,-2.5649,1.1391,-1.4310,-0.3698,0.1299,0.2687,0.40
1769503417574636931,-2.5631,1.1264,-1.4315,-0.3642,0.1334,0.2984,0.40
1769503417624966854,-2.5612,1.1107,-1.4297,-0.3585,0.1362,0.3208,0.40
1769503417674509216,-2.5573,1.0822,-1.4191,-0.3469,0.1350,0.3220,0.40
1769503417724452502,-2.5545,1.0630,-1.4114,-0.3385,0.1340,0.3182,0.40
1769503417774711203,-2.5530,1.0502,-1.4039,-0.3339,0.1315,0.2995,0.40
1769503417824756072,-2.5512,1.0405,-1.4002,-0.3287,0.1312,0.2937,0.40
1769503417874466241,-2.5445,1.0017,-1.3800,-0.3086,0.1266,0.2791,0.40
1769503417924471891,-2.5417,0.9858,-1.3717,-0.3000,0.1261,0.2762,0.40
1769503417974705615,-2.5391,0.9730,-1.3631,-0.2924,0.1225,0.2567,0.40
1769503418025170672,-2.5361,0.9571,-1.3550,-0.2834,0.1228,0.2626,0.40
1769503418074671408,-2.5294,0.9261,-1.3374,-0.2633,0.1198,0.2626,0.40
1769503418124392426,-2.5261,0.9105,-1.3281,-0.2532,0.1199,0.2709,0.40
1769503418174891972,-2.5232,0.8981,-1.3205,-0.2446,0.1181,0.2688,0.40
1769503418224499517,-2.5193,0.8825,-1.3122,-0.2330,0.1193,0.2875,0.40
1769503418274533365,-2.5112,0.8511,-1.2941,-0.2087,0.1181,0.3069,0.40
1769503418324589694,-2.5070,0.8353,-1.2848,-0.1959,0.1195,0.3293,0.40
1769503418374720890,-2.5037,0.8226,-1.2763,-0.1861,0.1179,0.3323,0.40
1769503418424494693,-2.4988,0.8074,-1.2679,-0.1725,0.1197,0.3574,0.40
1769503418474489645,-2.4891,0.7768,-1.2505,-0.1456,0.1205,0.3920,0.40
1769503418524390579,-2.4842,0.7620,-1.2428,-0.1334,0.1244,0.4297,0.40
1769503418574498522,-2.4791,0.7441,-1.2309,-0.1214,0.1221,0.4318,0.40
1769503418624334364,-2.4760,0.7352,-1.2248,-0.1142,0.1222,0.4400,0.40
1769503418674398514,-2.4719,0.7234,-1.2150,-0.1053,0.1242,0.4602,0.40
1769503418724319387,-2.4699,0.7173,-1.2097,-0.1011,0.1205,0.4439,0.40
1769503418774487309,-2.4528,0.6723,-1.1718,-0.0675,0.1163,0.4499,0.40
1769503418825166194,-2.4491,0.6633,-1.1633,-0.0609,0.1148,0.4433,0.40
1769503418874839589,-2.4439,0.6515,-1.1536,-0.0514,0.1172,0.4648,0.40
1769503418924751558,-2.4326,0.6252,-1.1269,-0.0332,0.1121,0.4539,0.40
1769503418974661653,-2.4210,0.6022,-1.1033,-0.0141,0.1029,0.4165,0.40
1769503419024955121,-2.4149,0.5907,-1.0926,-0.0045,0.1047,0.4312,0.40
1769503419075779458,-2.4013,0.5647,-1.0657,0.0147,0.0995,0.4206,0.40
1769503419124624354,-2.3941,0.5505,-1.0507,0.0233,0.0993,0.4275,0.40
1769503419175218179,-2.3848,0.5339,-1.0337,0.0349,0.0972,0.4296,0.40
1769503419225653752,-2.3784,0.5228,-1.0204,0.0428,0.0921,0.4101,0.40
1769503419278214681,-2.3630,0.4979,-0.9946,0.0607,0.0886,0.4088,0.40
1769503419325941466,-2.3544,0.4842,-0.9796,0.0701,0.0885,0.4190,0.40
1769503419375030972,-2.3435,0.4680,-0.9614,0.0820,0.0855,0.4175,0.40
1769503419425635592,-2.3363,0.4570,-0.9502,0.0889,0.0830,0.4128,0.40
1769503419476702091,-2.3196,0.4331,-0.9230,0.1045,0.0796,0.4121,0.40
1769503419527529051,-2.3099,0.4200,-0.9066,0.1133,0.0787,0.4183,0.40
1769503419575437249,-2.2982,0.4043,-0.8885,0.1230,0.0770,0.4227,0.40
1769503419624770722,-2.2902,0.3941,-0.8772,0.1298,0.0809,0.4565,0.40
1769503419674605721,-2.2797,0.3814,-0.8619,0.1387,0.0812,0.4755,0.40
1769503419724752503,-2.2612,0.3590,-0.8347,0.1520,0.0795,0.4848,0.40
1769503419775537804,-2.2481,0.3447,-0.8175,0.1625,0.0782,0.4920,0.40
1769503419825155681,-2.2394,0.3350,-0.8045,0.1685,0.0744,0.4776,0.40
1769503419878850469,-2.2199,0.3133,-0.7764,0.1795,0.0799,0.5224,0.40
1769503419927372305,-2.2084,0.3021,-0.7598,0.1875,0.0725,0.4919,0.40
1769503419976268352,-2.1947,0.2885,-0.7401,0.1957,0.0702,0.4853,0.40
1769503420025388352,-2.1855,0.2797,-0.7278,0.2010,0.0742,0.5136,0.40
1769503420080558571,-2.1642,0.2606,-0.6970,0.2133,0.0694,0.5018,0.40
1769503420124569224,-2.1522,0.2501,-0.6808,0.2198,0.0703,0.5138,0.40
1769503420174677455,-2.1375,0.2379,-0.6599,0.2277,0.0668,0.5038,0.40
1769503420224524959,-2.1274,0.2300,-0.6470,0.2335,0.0628,0.4862,0.40
1769503420275129829,-2.1144,0.2200,-0.6280,0.2405,0.0610,0.4815,0.40
1769503420324688123,-2.0888,0.2009,-0.5918,0.2524,0.0597,0.4866,0.40
1769503420374601861,-2.0755,0.1915,-0.5726,0.2584,0.0582,0.4854,0.40
1769503420424540847,-2.0645,0.1842,-0.5593,0.2638,0.0541,0.4691,0.40
1769503420476246895,-2.0400,0.1685,-0.5282,0.2747,0.0495,0.4534,0.40
1769503420524377707,-2.0238,0.1581,-0.5060,0.2803,0.0529,0.4794,0.40
1769503420574730675,-2.0100,0.1503,-0.4885,0.2867,0.0442,0.4397,0.40
1769503420624745728,-1.9990,0.1442,-0.4749,0.2912,0.0461,0.4551,0.40
1769503420676532466,-1.9730,0.1309,-0.4433,0.3027,0.0372,0.4182,0.40
1769503420724547951,-1.9587,0.1235,-0.4260,0.3077,0.0348,0.4080,0.40
1769503420774322047,-1.9407,0.1149,-0.4039,0.3143,0.0270,0.3703,0.40
1769503420824641785,-1.9407,0.1149,-0.4039,0.3143,0.0270,0.3701,0.40
1769503420876260623,-1.9011,0.0978,-0.3561,0.3284,0.0059,0.2630,0.40
1769503420928998165,-1.8820,0.0906,-0.3375,0.3355,0.0046,0.2563,0.40
1769503420974556982,-1.8663,0.0849,-0.3224,0.3412,-0.0048,0.2091,0.40
1769503421024677456,-1.8542,0.0805,-0.3119,0.3446,-0.0042,0.2180,0.40
1769503421074547646,-1.8387,0.0749,-0.3012,0.3480,-0.0087,0.2034,0.40
1769503421124402960,-1.8083,0.0651,-0.2822,0.3557,-0.0077,0.2263,0.40
1769503421176413737,-1.7929,0.0604,-0.2722,0.3585,-0.0126,0.2125,0.40
1769503421224530290,-1.7744,0.0548,-0.2617,0.3613,-0.0135,0.2189,0.40
1769503421274441168,-1.7620,0.0510,-0.2549,0.3620,-0.0109,0.2450,0.40
1769503421328357849,-1.7336,0.0430,-0.2396,0.3636,-0.0127,0.2487,0.40
1769503421376430390,-1.7179,0.0391,-0.2303,0.3643,-0.0140,0.2506,0.40
1769503421425295952,-1.6991,0.0346,-0.2213,0.3648,-0.0154,0.2502,0.40
1769503421476000426,-1.6865,0.0312,-0.2133,0.3632,-0.0191,0.2327,0.40
1769503421527069608,-1.6709,0.0277,-0.2051,0.3622,-0.0198,0.2310,0.40
1769503421575310179,-1.6429,0.0211,-0.1913,0.3573,-0.0259,0.1943,0.40
1769503421624736334,-1.6239,0.0174,-0.1824,0.3547,-0.0285,0.1774,0.40
1769503421674871093,-1.6239,0.0174,-0.1824,0.3547,-0.0285,0.1795,0.40
1769503421724668803,-1.5953,0.0116,-0.1669,0.3472,-0.0340,0.1436,0.40
1769503421775828587,-1.5825,0.0090,-0.1597,0.3429,-0.0347,0.1371,0.40
1769503421827753961,-1.5473,0.0030,-0.1437,0.3312,-0.0426,0.0825,0.40
1769503421875385505,-1.5473,0.0030,-0.1437,0.3312,-0.0426,0.0827,0.40
1769503421932442102,-1.5055,-0.0033,-0.1281,0.3152,-0.0456,0.0536,0.40
1769503421982876768,-1.4896,-0.0056,-0.1243,0.3081,-0.0472,0.0413,0.40
1769503422024694287,-1.4707,-0.0081,-0.1196,0.3007,-0.0476,0.0358,0.40
1769503422074725134,-1.4582,-0.0099,-0.1169,0.2952,-0.0453,0.0498,0.40
1769503422125065608,-1.4426,-0.0124,-0.1143,0.2879,-0.0454,0.0496,0.40
1769503422174355537,-1.4107,-0.0161,-0.1099,0.2766,-0.0441,0.0523,0.40
1769503422224561419,-1.3945,-0.0183,-0.1078,0.2700,-0.0416,0.0667,0.40
1769503422274418228,-1.3815,-0.0199,-0.1071,0.2654,-0.0405,0.0750,0.40
1769503422324505021,-1.3654,-0.0221,-0.1053,0.2587,-0.0377,0.0897,0.40
1769503422375087213,-1.3372,-0.0252,-0.1014,0.2495,-0.0362,0.0940,0.40
1769503422424315799,-1.3179,-0.0278,-0.1004,0.2415,-0.0327,0.1097,0.40
1769503422474697960,-1.3045,-0.0290,-0.0988,0.2379,-0.0331,0.1070,0.40
1769503422525858612,-1.2884,-0.0311,-0.0978,0.2316,-0.0298,0.1203,0.40
1769503422576292246,-1.2565,-0.0345,-0.0955,0.2214,-0.0269,0.1279,0.40
1769503422625207738,-1.2409,-0.0365,-0.0951,0.2155,-0.0232,0.1445,0.40
1769503422676099008,-1.2282,-0.0380,-0.0927,0.2110,-0.0237,0.1379,0.40
1769503422727521980,-1.2121,-0.0395,-0.0916,0.2066,-0.0217,0.1428,0.40
1769503422777215119,-1.1799,-0.0431,-0.0887,0.1957,-0.0190,0.1458,0.40
1769503422825159825,-1.1639,-0.0449,-0.0864,0.1903,-0.0194,0.1365,0.40
1769503422877455850,-1.1444,-0.0472,-0.0832,0.1833,-0.0186,0.1304,0.40
1769503422924609743,-1.1351,-0.0481,-0.0825,0.1806,-0.0178,0.1292,0.40
1769503422975002201,-1.1030,-0.0511,-0.0784,0.1717,-0.0157,0.1293,0.40
1769503423024718922,-1.0871,-0.0527,-0.0767,0.1669,-0.0157,0.1225,0.40
1769503423074699754,-1.0682,-0.0543,-0.0749,0.1621,-0.0146,0.1210,0.40
1769503423124651061,-1.0586,-0.0549,-0.0739,0.1602,-0.0145,0.1171,0.40
1769503423174955033,-1.0397,-0.0570,-0.0710,0.1540,-0.0139,0.1115,0.40
1769503423224349501,-1.0109,-0.0591,-0.0691,0.1476,-0.0122,0.1131,0.40
1769503423275279587,-0.9913,-0.0607,-0.0667,0.1430,-0.0120,0.1084,0.40
1769503423324900651,-0.9784,-0.0621,-0.0644,0.1388,-0.0123,0.0999,0.40
1769503423375758549,-0.9494,-0.0645,-0.0603,0.1314,-0.0122,0.0906,0.40
1769503423424365228,-0.9334,-0.0658,-0.0586,0.1277,-0.0115,0.0891,0.40
1769503423474690112,-0.9139,-0.0672,-0.0566,0.1233,-0.0110,0.0859,0.40
1769503423524698709,-0.9044,-0.0681,-0.0543,0.1207,-0.0118,0.0770,0.40
1769503423575446450,-0.8726,-0.0701,-0.0510,0.1146,-0.0119,0.0683,0.40
1769503423624810140,-0.8568,-0.0705,-0.0502,0.1134,-0.0127,0.0611,0.40
1769503423674697611,-0.8377,-0.0719,-0.0472,0.1094,-0.0134,0.0513,0.40
1769503423725248522,-0.8252,-0.0727,-0.0452,0.1068,-0.0133,0.0476,0.40
1769503423776827843,-0.7961,-0.0743,-0.0424,0.1021,-0.0143,0.0357,0.40
1769503423824647594,-0.7894,-0.0748,-0.0409,0.1007,-0.0147,0.0310,0.40
1769503423877004112,-0.7665,-0.0762,-0.0395,0.0963,-0.0140,0.0303,0.40
1769503423924535664,-0.7476,-0.0770,-0.0377,0.0940,-0.0144,0.0260,0.40
1769503423975303904,-0.7318,-0.0783,-0.0349,0.0901,-0.0147,0.0203,0.40
1769503424024498533,-0.7028,-0.0797,-0.0333,0.0858,-0.0139,0.0209,0.40
1769503424074717370,-0.6833,-0.0802,-0.0335,0.0845,-0.0129,0.0263,0.40
1769503424124643908,-0.6704,-0.0809,-0.0327,0.0824,-0.0127,0.0265,0.40
1769503424176370883,-0.6420,-0.0819,-0.0303,0.0793,-0.0133,0.0206,0.40
1769503424224417644,-0.6260,-0.0830,-0.0296,0.0760,-0.0120,0.0250,0.40
1769503424274547423,-0.6068,-0.0837,-0.0289,0.0739,-0.0121,0.0230,0.40
1769503424324772183,-0.5937,-0.0843,-0.0278,0.0720,-0.0118,0.0231,0.40
1769503424374750343,-0.5774,-0.0847,-0.0273,0.0709,-0.0120,0.0203,0.40
1769503424425249117,-0.5578,-0.0859,-0.0262,0.0673,-0.0111,0.0218,0.40
1769503424474723547,-0.5291,-0.0874,-0.0244,0.0627,-0.0101,0.0231,0.40
1769503424524547420,-0.5162,-0.0880,-0.0239,0.0611,-0.0099,0.0233,0.40
1769503424575452458,-0.5001,-0.0885,-0.0244,0.0596,-0.0083,0.0313,0.40
1769503424624897931,-0.4810,-0.0891,-0.0247,0.0576,-0.0069,0.0382,0.40
1769503424674540066,-0.4681,-0.0893,-0.0232,0.0570,-0.0082,0.0302,0.40
1769503424724607790,-0.4398,-0.0904,-0.0229,0.0537,-0.0066,0.0348,0.40
1769503424774607097,-0.4398,-0.0904,-0.0229,0.0537,-0.0066,0.0345,0.40
1769503424825748696,-0.3915,-0.0922,-0.0224,0.0484,-0.0041,0.0432,0.40
1769503424874550352,-0.3915,-0.0922,-0.0224,0.0484,-0.0041,0.0436,0.40
1769503424926245879,-0.3555,-0.0933,-0.0224,0.0450,-0.0025,0.0489,0.40
1769503424974708631,-0.3458,-0.0936,-0.0218,0.0441,-0.0026,0.0473,0.40
1769503425024779497,-0.3139,-0.0952,-0.0203,0.0393,-0.0015,0.0476,0.40
1769503425074485878,-0.2978,-0.0957,-0.0202,0.0380,-0.0007,0.0500,0.40
1769503425124642792,-0.2788,-0.0961,-0.0202,0.0367,-0.0000,0.0518,0.40
1769503425174719909,-0.2658,-0.0962,-0.0196,0.0364,-0.0006,0.0472,0.40
1769503425225371464,-0.2502,-0.0968,-0.0186,0.0346,-0.0004,0.0447,0.40
1769503425274346026,-0.2218,-0.0975,-0.0194,0.0325,0.0016,0.0523,0.40
1769503425324629530,-0.2030,-0.0980,-0.0185,0.0310,0.0015,0.0502,0.40
1769503425374620781,-0.1896,-0.0984,-0.0174,0.0298,0.0010,0.0450,0.40
1769503425424881732,-0.1730,-0.0992,-0.0175,0.0275,0.0024,0.0494,0.40
1769503425474419261,-0.1434,-0.0997,-0.0166,0.0258,0.0022,0.0459,0.40
1769503425524622983,-0.1239,-0.1002,-0.0169,0.0244,0.0034,0.0500,0.40
1769503425574622670,-0.1110,-0.1009,-0.0155,0.0223,0.0033,0.0470,0.40
1769503425625227811,-0.0947,-0.1013,-0.0165,0.0141,0.0065,0.0569,0.40
1769503425674718136,-0.0627,-0.1022,-0.0147,0.0000,-0.1215,-0.3762,0.40
1769503425724765440,-0.0468,-0.1023,-0.0166,0.0000,-0.1429,-0.5126,0.40
1769503425774672896,-0.0346,-0.1027,-0.0176,0.0000,-0.1582,-0.5933,0.40
1769503425824758139,-0.0206,-0.1030,-0.0182,0.0000,-0.1828,-0.6768,0.40
1769503425874426570,0.0047,-0.1035,-0.0207,0.0000,-0.2324,-0.8289,0.40
1769503425925052361,0.0155,-0.1042,-0.0197,0.0083,0.0150,0.0948,0.40
1769503425974710088,0.0277,-0.1044,-0.0211,0.0080,0.0134,0.2836,0.40
1769503426025184775,0.0336,-0.1043,-0.0228,0.0080,0.0150,0.3806,0.40
1769503426074483583,0.0516,-0.1047,-0.0240,0.0000,-0.2826,-0.6210,0.40
1769503426124365289,0.0591,-0.1052,-0.0238,0.0000,-0.2910,-0.8380,0.40
1769503426174642556,0.0671,-0.1054,-0.0250,0.0000,-0.2984,-0.9476,0.40
1769503426224591034,0.0718,-0.1055,-0.0256,0.0056,0.0048,0.1318,0.40
