X,Y
-2.641666667,1.133333333
-2.641666667,1.123333333
-2.641666667,1.113333333
-2.641666667,1.103333333
-2.641666667,1.093333333
-2.641666667,1.083333333
-2.641666667,1.073333333
-2.641666667,1.063333333
-2.641666667,1.053333333
-2.641666667,1.043333333
-2.641666667,1.033333333
-2.641666667,1.023333333
-2.641666667,1.013333333
-2.641666667,1.003333333
-2.641666667,0.993333333
-2.641666667,0.983333333
-2.641666667,0.973333333
-2.641666667,0.963333333
-2.641666667,0.953333333
-2.641666667,0.943333333
-2.641666667,0.933333333
-2.641666667,0.923333333
-2.641666667,0.913333333
-2.641666667,0.903333333
-2.641666667,0.893333333
-2.641666667,0.883333333
-2.641666667,0.873333333
-2.641666667,0.863333333
-2.641666667,0.853333333
-2.641666667,0.843333333
-2.641666667,0.833333333
-2.641666667,0.823333333
-2.641279817,0.806718482
-2.641119275,0.796771449
-2.640851725,0.786826718
-2.640477198,0.776885442
-2.639995739,0.76694877
-2.639407401,0.757017854
-2.638712255,0.747093842
-2.637910379,0.737177883
-2.637001867,0.727271125
-2.635986825,0.717374715
-2.634865368,0.707489798
-2.633637628,0.697617519
-2.632303747,0.687759019
-2.630863878,0.677915442
-2.629318189,0.668087925
-2.627666859,0.658277606
-2.625910078,0.648485621
-2.62404805,0.638713104
-2.62208099,0.628961185
-2.620009126,0.619230994
-2.617832699,0.609523656
-2.615551959,0.599840295
-2.613167171,0.590182033
-2.610678612,0.580549986
-2.608086568,0.570945271
-2.60539134,0.561368999
-2.60259324,0.551822278
-2.599692593,0.542306213
-2.596689733,0.532821906
-2.593585008,0.523370455
-2.590378777,0.513952954
-2.587071413,0.504570492
-2.583663297,0.495224156
-2.580154824,0.485915028
-2.576546401,0.476644186
-2.572838444,0.467412702
-2.569031383,0.458221644
-2.56512566,0.449072078
-2.561121725,0.439965061
-2.557020042,0.430901649
-2.552821086,0.42188289
-2.548525344,0.412909828
-2.544133312,0.403983501
-2.539645499,0.395104944
-2.535062424,0.386275184
