X,Y
1.11, 0.54
1.10, 0.53
1.09, 0.52
1.08, 0.51
1.08, 0.50
1.07, 0.50
1.07, 0.49
1.06, 0.48
1.05, 0.47
1.05, 0.47
1.04, 0.46
1.03, 0.45
